surgeon_id,surgeon_name,speciality,subspecialty,preferred_retractor_size,preferred_drill_brand,needs_backup_suction,years_of_experience,hospital_affiliation,procedure,instrument,generation_timestamp
4673,Dx Smith   ,Ortho   ,SPINE,Small,stryker   ,1,,Private Clinic,Hip Replacement,Bone Cement Gun,2026-05-09T14:10:58.793603
,mr hartman,,SPINE,S,STRYKER,FALSE,,,  Hip Replacement ,joint retractor,12/10/2024 04:37
UNKNOWN,MS MANN,orthopaedick,Tryuma,xmall,Arthrex V300,FALSE,,NHS Trust,Bunion Removal,mallet,2026-05-09T14:10:58.793636
,MR HOLDEN,,Foot and Ankle   ,,Smith & Nephew   ,No,N/A,   ,  FLATFOOT CORRECTION ,Power drill,INVALID_DATE
UNKNOWN,MRyPARKER,OT,Trauma,XL,Smith & Nephew,,33,,  ynkle Reconstruction ,screw driver   ,2026-05-09T14:10:58.793650
UNKNOWN,  Dr Sullivan ,ORTHOPAEDICS,  Spzne ,Medium,  Stryker ,,20,  ARROYO LLC ,Total Knee Arthroplasty,joint retractor   ,2026-05-09T14:10:58.793657
UNKNOWN,MRyPARKER,OT,Trauma,XL,Smith & Nephew,,33,,Diskectomy,Ronyeur,2026-05-09T14:10:58.793669
9617,MRx Garner,,Joints,Large,,True,,ATKINSON-HARRIS   ,Total Hip Arthroplasty,Oscillating Szw,2026-05-09T14:10:58.793676
UNKNOWN,MRyPARKER,OT,Trauma,XL,Smith & Nephew,,33,,Joint Replacement,Drill,INVALID_DATE
4673,Dx Smith   ,Ortho   ,SPINE,Small,stryker   ,1,,Private Clinic,Total Hip Arthroylasty,Bone Saw,13/02/2005 05:00
UNKNOWN,MRyPARKER,OT,Trauma,XL,Smith & Nephew,,33,,  Joint Repxacement ,  Bone Plzte ,2026-05-09T14:10:58.793713
9617,MRx Garner,,Joints,Large,,True,,ATKINSON-HARRIS   ,Total Knee Arthroplasty   ,Bone Cement Gun,2026-05-09T14:10:58.793730
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,Clubfoot Correction,External Fixator,29/03/1990 20:04
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,Fracture Fixation,Drill,2026-05-09T14:10:58.793761
,mr Owens,OT,Spine,,stryker,true,3,NHS Trust   ,Spinal Fusion,  Rongeur ,2026-05-09T14:10:58.793767
4673,Dx Smith   ,Ortho   ,SPINE,Small,stryker   ,1,,Private Clinic,Total Hip Arthroplasty,BONX SAW,2026-05-09T14:10:58.793776
ID-2713,  Miss Gardner ,ORTHOPAEDICS,Spine,Xl,STRYKER,Y,,Private Clinic,Joint Replacement,Drill,INVALID_DATE
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,External Fixation,Bone Plate,2026-05-09T14:10:58.793790
ID-6977,Mr Munoz,ORTHOPAEDICS,Paediatric,,Smith & Nephew   ,true,N/A,,Scoliosis Surgery,kirschner wire,2026-05-09T14:10:58.793796
,Dr Garcia,  ORTHOPAEDICS ,Paediatric,Extra Large,Depuy Synthes,1,N/A,NHS Trust,Scoliosis Surgery,Pxdiatric Drill,2026-05-09T14:10:58.793803
ID-2713,  Miss Gardner ,ORTHOPAEDICS,Spine,Xl,STRYKER,Y,,Private Clinic,Diskectzmy,Pedicle Screw,08/05/1982 08:52
UNKNOWN,Ms Marquez,OT   ,Paediazric   ,medium,Zimmer Biomet,TRUE,27,,Hip Replacezent,Bone Cement Gun,2026-05-09T14:10:58.793836
,Miss Weaver,orthopaedick,Spine,Small,Smith & xephew,Y,,Perez Group,vertebroplasty,SPINAL DISTRACTOR,
,mr Velxsquez,OT,Spine,Extra Large,Medtronic,1,N/A,Private Clinic,Spinal Fusion,zongeur,2026-05-09T14:10:58.793849
4673,Dx Smith   ,Ortho   ,SPINE,Small,stryker   ,1,,Private Clinic,Total Hip Arthroplasty,Oscillating Saw,17/01/2012 09:15
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,Open Reduction Internal Fixation,Screwdriver,2026-05-09T14:10:58.793881
ID-3060,MRS Shelton,Ortho ,Joints,  XL ,,false,15,Private Clinic,Total yip Arthroplasty,bone cemeyt gun,2026-05-09T14:10:58.793894
,Miss Weaver,orthopaedick,Spine,Small,Smith & xephew,Y,,Perez Group,SpinalyFusion   ,Elevator,20/12/1993 00:19
ID-5506,MZ PERKINS,Ortho ,Joints,LARGE,Medtronic,False,6,,Vertebroplysty,Spinal Dystractor   ,2026-05-09T14:10:58.793933
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,  Knee Replacement ,  Bone yasp ,2026-05-09T14:10:58.793941
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,FORAMINOTOMY,  Spinal Distractor ,2026-05-09T14:10:58.793949
1128,MszPerez,OT,  Foot and Ankle ,Laxge,  STRYKER ,0,10,,Achilles yepair   ,small bone nibbler,30/04/1996 13:46
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,Joint Replacement,Drill,2026-05-09T14:10:58.793981
UNKNOWN,  Dr Sullivan ,ORTHOPAEDICS,  Spzne ,Medium,  Stryker ,,20,  ARROYO LLC ,Knee Replacement,Joint Retractor,
,yr Schneider,ozthopaedick,  Joints ,Large,  STRYKER ,FALSE,,,Joint Replacement,  External Fixator ,2026-05-09T14:10:58.793992
,mr Velxsquez,OT,Spine,Extra Large,Medtronic,1,N/A,Private Clinic,Foraminotomy,Pedicle Scxew,2026-05-09T14:10:58.793999
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,Lamizectomy   ,Elevator   ,06/11/1990 03:06
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,  Fracture Repzir ,External Fixator,24/07/1989 20:09
,MR HOLDEN,,Foot and Ankle   ,,Smith & Nephew   ,No,N/A,   ,Ankle Reconstruction,  mallet ,22/06/1998 05:26
,mr Owens,OT,Spine,,stryker,true,3,NHS Trust   ,diskectomy,Curette,2026-05-09T14:10:58.794083
ID-8041,Mr Miller,orthopaedick,Foot and Ankle,Medium,strykyr,1,18,yrivate Clinic,Flytfoot Correction,  West self retaining retractor ,INVALID_DATE
ID-3060,MRS Shelton,Ortho ,Joints,  XL ,,false,15,Private Clinic,Total Hip Arthroplasty,Oscyllating Saw,2026-05-09T14:10:58.794096
4673,Dx Smith   ,Ortho   ,SPINE,Small,stryker   ,1,,Private Clinic,Total Hip Arthroplasty,Joint Retractor,2026-05-09T14:10:58.794102
UNKNOWN,Ms Marquez,OT   ,Paediazric   ,medium,Zimmer Biomet,TRUE,27,,  Vertebroplasty ,  Pedicle Screw ,2026-05-09T14:10:58.794108
6582,Miss Pratt,ORTHOPAEDYCK   ,Paediatric,XL,stryker,0,14,,Total Hip Arthroplasty,Joint Retractor,2026-05-09T14:10:58.794114
,mr Velxsquez,OT,Spine,Extra Large,Medtronic,1,N/A,Private Clinic,Laminectomy,Czrette,2026-05-09T14:10:58.794120
ID-8041,Mr Miller,orthopaedick,Foot and Ankle,Medium,strykyr,1,18,yrivate Clinic,Flatfoot Correction,mallet,2026-05-09T14:10:58.794129
4673,Dx Smith   ,Ortho   ,SPINE,Small,stryker   ,1,,Private Clinic,Total Knee Arthroplasty,bone cemext gun,INVALID_DATE
ID-6977,Mr Munoz,ORTHOPAEDICS,Paediatric,,Smith & Nephew   ,true,N/A,,  Growth Platy Surgery ,Pediatric Drill,06/02/2008 15:41
ID-8041,Mr Miller,orthopaedick,Foot and Ankle,Medium,strykyr,1,18,yrivate Clinic,Fracture Fixation,  Drill ,04/04/1981 17:29
ID-6000,Ms yagner,Ortho,Paedxatric,Smayl,,False,,Lynch-Jones,total knee arthroplasty   ,Bone Cement Gun,18/07/2000 19:30
ID-8041,Mr Miller,orthopaedick,Foot and Ankle,Medium,strykyr,1,18,yrivate Clinic,Flatfoot Correction,West self retaining retractor,31/12/1975 04:26
,Miss Weaver,orthopaedick,Spine,Small,Smith & xephew,Y,,Perez Group,Spinal Fusion,Elyvator,2026-05-09T14:10:58.794244
ID-8041,Mr Miller,orthopaedick,Foot and Ankle,Medium,strykyr,1,18,yrivate Clinic,Achilles Repair,screw driver,2026-05-09T14:10:58.794250
,mr hartman,,SPINE,S,STRYKER,FALSE,,,Total Hip Arthroplasty,Joint Retractor,2026-05-09T14:10:58.794255
UNKNOWN,MRyPARKER,OT,Trauma,XL,Smith & Nephew,,33,,External Fixation,Bone Plate,2026-05-09T14:10:58.794260
1128,MszPerez,OT,  Foot and Ankle ,Laxge,  STRYKER ,0,10,,Ankle Reconstruction,xest self retaining retractor,2026-05-09T14:10:58.794270
ID-6977,Mr Munoz,ORTHOPAEDICS,Paediatric,,Smith & Nephew   ,true,N/A,,BoneyGrafting   ,SCREWDRIVER,INVALID_DATE
,Miss Anderson,Orxho,PAEDIATRIC,medium,STRYKER,,,Berger-Wilson,Knee Replacement,OscillatingzSaw,2026-05-09T14:10:58.794285
1128,MszPerez,OT,  Foot and Ankle ,Laxge,  STRYKER ,0,10,,bunion removal,mallet,2026-05-09T14:10:58.794292
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,Growth Plate Surgery   ,Growth Rod,2026-05-09T14:10:58.794297
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,Bone Grafting   ,External Fixator,2026-05-09T14:10:58.794304
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,Fracture Fixation,External Fixator,INVALID_DATE
,yr Schneider,ozthopaedick,  Joints ,Large,  STRYKER ,FALSE,,,Shoulder Arthroscopy,Bone Cement Gun,07/03/1988 10:55
UNKNOWN,Miss Graham,Ortho ,Joints,Large,Zimmer Biomet,0,9,,Growth Plate Surgery,Bone Chisel,2026-05-09T14:10:58.794336
6582,Miss Pratt,ORTHOPAEDYCK   ,Paediatric,XL,stryker,0,14,,  Limb Lengthening ,  Pediatric Drill ,
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,Spinal Fusion,  Rongeur ,2026-05-09T14:10:58.794350
4598,Ms Mccullzugh,  Ortho ,Foot and Ankle,Extra Large,ARTHREX V300,true,N/A,Mcintyre-Thomas,Ankle Reconstruction,mallet,2026-05-09T14:10:58.794355
UNKNOWN,Ms Marquez,OT   ,Paediazric   ,medium,Zimmer Biomet,TRUE,27,,Fracture Fixation,External Fixator   ,2026-05-09T14:10:58.794363
,MR HOLDEN,,Foot and Ankle   ,,Smith & Nephew   ,No,N/A,   ,ankle reconstruction,screw driver,2026-05-09T14:10:58.794369
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,growth plate surgery,Bone Chisel,INVALID_DATE
ID-3060,MRS Shelton,Ortho ,Joints,  XL ,,false,15,Private Clinic,Total Knee Arthroplasty,BONE RASP   ,2026-05-09T14:10:58.794379
,MR HOLDEN,,Foot and Ankle   ,,Smith & Nephew   ,No,N/A,   ,Arthrodesis   ,screw driver,2026-05-09T14:10:58.794385
1128,MszPerez,OT,  Foot and Ankle ,Laxge,  STRYKER ,0,10,,fracture repair,BYNE CHISEL,2026-05-09T14:10:58.794395
,Miss Anderson,Orxho,PAEDIATRIC,medium,STRYKER,,,Berger-Wilson,Shoulder Arthroscopy,Bone Cement Gun,2026-05-09T14:10:58.794401
,MR HOLDEN,,Foot and Ankle   ,,Smith & Nephew   ,No,N/A,   ,  Flatxoot Correction ,screw driver,02/03/2004 02:39
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,External Fixation,  Inxramedullary Nail ,2026-05-09T14:10:58.794438
,Miss Weaver,orthopaedick,Spine,Small,Smith & xephew,Y,,Perez Group,Laminectomy,  Pedicle Screw ,2026-05-09T14:10:58.794445
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,FRACTURE FIXATION,Screwdriver,18/09/2014 21:16
,mr Velxsquez,OT,Spine,Extra Large,Medtronic,1,N/A,Private Clinic,Vertebroplasty,Elevatxr,2026-05-09T14:10:58.794478
6582,Miss Pratt,ORTHOPAEDYCK   ,Paediatric,XL,stryker,0,14,,Growth Plate Surgery,Bonx Chisel,2026-05-09T14:10:58.794490
ID-8041,Mr Miller,orthopaedick,Foot and Ankle,Medium,strykyr,1,18,yrivate Clinic,Flatfoot Correction,yallet,2026-05-09T14:10:58.794498
,Miss Anderson,Orxho,PAEDIATRIC,medium,STRYKER,,,Berger-Wilson,Fracture Repair,Growth Rod,2026-05-09T14:10:58.794504
,mr hartman,,SPINE,S,STRYKER,FALSE,,,total hip arthyoplasty,Oscillating Saw,2026-05-09T14:10:58.794512
,mr Mozeno,Ot,Joints,Extra Large,  yrthrex V300 ,Y,,,Total Hip Arthroplasty,Bone Cement Gun,23/03/1985 04:49
UNKNOWN,MRyPARKER,OT,Trauma,XL,Smith & Nephew,,33,,  Joint Replacement ,Bone Plate,2026-05-09T14:10:58.794544
,mr Mozeno,Ot,Joints,Extra Large,  yrthrex V300 ,Y,,,Hip Replacement,  bone saw ,2026-05-09T14:10:58.794555
UNKNOWN,MRyPARKER,OT,Trauma,XL,Smith & Nephew,,33,,Open Reduction Internal Fixation,  SCREWDRIVER ,21/02/1985 00:17
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,SCOLIOSIS SURGERY,  exteynal fixator ,31/07/1999 13:40
ID-2713,  Miss Gardner ,ORTHOPAEDICS,Spine,Xl,STRYKER,Y,,Private Clinic,Vertebroplasty,Spinal Distractor,2026-05-09T14:10:58.794613
,Miss Anderson,Orxho,PAEDIATRIC,medium,STRYKER,,,Berger-Wilson,Total Knee Arthroplasty,Bone Cyment Gun,2026-05-09T14:10:58.794621
UNKNOWN,MS MANN,orthopaedick,Tryuma,xmall,Arthrex V300,FALSE,,NHS Trust,Total Hip Arthroplysty,Joint Retractor,
ID-8041,Mr Miller,orthopaedick,Foot and Ankle,Medium,strykyr,1,18,yrivate Clinic,Flatfoot Correction,small bone nibbler,2026-05-09T14:10:58.794632
ID-4680,Ms yorris,OT,TRAUMA,MEDIYM,Depuy Synthes,Y,N/A,Private Clinic,Shoulder Arthroscopy,  Bone Rasp ,11/10/2009 05:49
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,Laminectomy,SPINAL DISTRACTOR,2026-05-09T14:10:58.794662
UNKNOWN,Miss Graham,Ortho ,Joints,Large,Zimmer Biomet,0,9,,  Knee Replacement ,Bone Rasp,INVALID_DATE
ID-6977,Mr Munoz,ORTHOPAEDICS,Paediatric,,Smith & Nephew   ,true,N/A,,Scoliosis Surgery,Growth Rod,2026-05-09T14:10:58.794675
UNKNOWN,  Dr Sullivan ,ORTHOPAEDICS,  Spzne ,Medium,  Stryker ,,20,  ARROYO LLC ,Total Hip Arthroplasty,BONE SAW,2026-05-09T14:10:58.794682
UNKNOWN,Ms Marquez,OT   ,Paediazric   ,medium,Zimmer Biomet,TRUE,27,,Total Knee Arthroplasty,Oscyllating Saw,11/02/2016 20:44
,yr Schneider,ozthopaedick,  Joints ,Large,  STRYKER ,FALSE,,,shoulder arthroscopy,Joint Retractor   ,2026-05-09T14:10:58.794715
,Miss Anderson,Orxho,PAEDIATRIC,medium,STRYKER,,,Berger-Wilson,Total Knee Arthroplasty,Bone Saw,INVALID_DATE
ID-6000,Ms yagner,Ortho,Paedxatric,Smayl,,False,,Lynch-Jones,Hip Replacement   ,Oscillating Saw,2026-05-09T14:10:58.794726
,Miss Anderson,Orxho,PAEDIATRIC,medium,STRYKER,,,Berger-Wilson,Total Hip Arthroplasty,  BonezCement Gun ,2026-05-09T14:10:58.794734
6582,Miss Pratt,ORTHOPAEDYCK   ,Paediatric,XL,stryker,0,14,,Fracture Repair,Pediatric Drill,2026-05-09T14:10:58.794740
,Dr Garcia,  ORTHOPAEDICS ,Paediatric,Extra Large,Depuy Synthes,1,N/A,NHS Trust,Clubfoot Correction,Pediatric Drzll,2026-05-09T14:10:58.794747
UNKNOWN,  Dr Sullivan ,ORTHOPAEDICS,  Spzne ,Medium,  Stryker ,,20,  ARROYO LLC ,Shoulder Arthroscopy   ,  Bone Saw ,2026-05-09T14:10:58.794753
ID-2713,  Miss Gardner ,ORTHOPAEDICS,Spine,Xl,STRYKER,Y,,Private Clinic,Foraminotomy,Elevator,2026-05-09T14:10:58.794761
,yr Schneider,ozthopaedick,  Joints ,Large,  STRYKER ,FALSE,,,TOTAL KNEE ARYHROPLASTY,Oscillating Saw,2026-05-09T14:10:58.794770
ID-4680,Ms yorris,OT,TRAUMA,MEDIYM,Depuy Synthes,Y,N/A,Private Clinic,Total Hip Arthroplasty,Joint Retractor   ,2026-05-09T14:10:58.794775
,mr hartman,,SPINE,S,STRYKER,FALSE,,,  Knee Replacement ,Bone Rasp,2026-05-09T14:10:58.794783
,mr Velxsquez,OT,Spine,Extra Large,Medtronic,1,N/A,Private Clinic,Laminectomy,Cxrette,2026-05-09T14:10:58.794790
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,VERTEBROYLASTY,Elevator,2026-05-09T14:10:58.794797
ID-3060,MRS Shelton,Ortho ,Joints,  XL ,,false,15,Private Clinic,Total Hip Arthroplasty,Oscillating Saw,2026-05-09T14:10:58.794802
ID-4680,Ms yorris,OT,TRAUMA,MEDIYM,Depuy Synthes,Y,N/A,Private Clinic,Knee Replacement,Bone Saw,2026-05-09T14:10:58.794807
UNKNOWN,  Dr Sullivan ,ORTHOPAEDICS,  Spzne ,Medium,  Stryker ,,20,  ARROYO LLC ,Knee Replzcement   ,Oscillating Saw   ,2026-05-09T14:10:58.794814
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,Limb Lengthening,Bone Chisel,
,mr hartman,,SPINE,S,STRYKER,FALSE,,,SHOZLDER ARTHROSCOPY   ,Oscillating Saw   ,INVALID_DATE
,mr Velxsquez,OT,Spine,Extra Large,Medtronic,1,N/A,Private Clinic,Laminectomy,  Curette ,2026-05-09T14:10:58.794831
,mr hartman,,SPINE,S,STRYKER,FALSE,,,Knee Replacement,Bone Saw,2026-05-09T14:10:58.794837
,MR HOLDEN,,Foot and Ankle   ,,Smith & Nephew   ,No,N/A,   ,Ankle Reconstruction   ,Power Drill,2026-05-09T14:10:58.794845
,mr Mozeno,Ot,Joints,Extra Large,  yrthrex V300 ,Y,,,Knee Rezlacement,Bony Saw,2026-05-09T14:10:58.794853
,Miss Weaver,orthopaedick,Spine,Small,Smith & xephew,Y,,Perez Group,DISKECTOZY,Pedicle Screw,2026-05-09T14:10:58.794861
9617,MRx Garner,,Joints,Large,,True,,ATKINSON-HARRIS   ,Shoulder Arthroscopy,Bone Cement Gun,
ID-2713,  Miss Gardner ,ORTHOPAEDICS,Spine,Xl,STRYKER,Y,,Private Clinic,Total Hip Arthroplasty,Joint Retractor,INVALID_DATE
ID-6977,Mr Munoz,ORTHOPAEDICS,Paediatric,,Smith & Nephew   ,true,N/A,,Clubfoot Correction,Bone Chisel,2026-05-09T14:10:58.794872
,mr Owens,OT,Spine,,stryker,true,3,NHS Trust   ,Laminxctomy,Pedicle Screw,17/07/1981 09:29
,yr Schneider,ozthopaedick,  Joints ,Large,  STRYKER ,FALSE,,,Shoulder Arthroscopy,Bone Cezent Gun,13/08/1981 12:52
,yr Schneider,ozthopaedick,  Joints ,Large,  STRYKER ,FALSE,,,Knee Replacement,Boxe Rasp,01/02/1991 16:15
,mr Mozeno,Ot,Joints,Extra Large,  yrthrex V300 ,Y,,,Hip Replacement,Bone Saw,2026-05-09T14:10:58.794957
,Miss Anderson,Orxho,PAEDIATRIC,medium,STRYKER,,,Berger-Wilson,Knee Replacement,Joint Retractor,2026-05-09T14:10:58.794963
UNKNOWN,MS MANN,orthopaedick,Tryuma,xmall,Arthrex V300,FALSE,,NHS Trust,LIMB LENGTHENING,External Fixator,2026-05-09T14:10:58.794970
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,laminectomy,Pedicle Screw,2026-05-09T14:10:58.794977
ID-6000,Ms yagner,Ortho,Paedxatric,Smayl,,False,,Lynch-Jones,Shoulder Arthroscopy   ,Joint Retractor,19/11/2005 02:45
,mr Velxsquez,OT,Spine,Extra Large,Medtronic,1,N/A,Private Clinic,  Vertebroplasty ,  Curezte ,29/05/2002 23:52
UNKNOWN,Miss Graham,Ortho ,Joints,Large,Zimmer Biomet,0,9,,Knee Replacement,Bone Rysp,2026-05-09T14:10:58.795033
9617,MRx Garner,,Joints,Large,,True,,ATKINSON-HARRIS   ,ACHILLES REPAIR,West self retaining retractor,09/05/1978 09:27
,mr hartman,,SPINE,S,STRYKER,FALSE,,,  Total Knee Arthroplasty ,Boze Saw,2026-05-09T14:10:58.795071
,mr Owens,OT,Spine,,stryker,true,3,NHS Trust   ,Fracture Repair,External Fixator   ,2026-05-09T14:10:58.795079
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,Scoliosis Surgery,Bone Chisel,2026-05-09T14:10:58.795084
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,TOTAL KNEE ARTHROPLASTY,Joint Retractor,2026-05-09T14:10:58.795091
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,CLUBFOOT CORRECTION,Pediatric Drill,2026-05-09T14:10:58.795098
ID-8041,Mr Miller,orthopaedick,Foot and Ankle,Medium,strykyr,1,18,yrivate Clinic,  Spinal Fusion ,Rongeur   ,2026-05-09T14:10:58.795105
UNKNOWN,Ms Marquez,OT   ,Paediazric   ,medium,Zimmer Biomet,TRUE,27,,Shoulder Arthroscopy,  Bone Rasp ,2026-05-09T14:10:58.795111
ID-4680,Ms yorris,OT,TRAUMA,MEDIYM,Depuy Synthes,Y,N/A,Private Clinic,Shoulder Arthroscopy,Bone Saw,2026-05-09T14:10:58.795116
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,Hip Replacement,Oscillating Saw,2026-05-09T14:10:58.795121
ID-6977,Mr Munoz,ORTHOPAEDICS,Paediatric,,Smith & Nephew   ,true,N/A,,Limb Lengthening   ,External Fixator,2026-05-09T14:10:58.795126
,Miss Weaver,orthopaedick,Spine,Small,Smith & xephew,Y,,Perez Group,Spinal Fusion,Curette,01/04/1980 11:14
,yr Schneider,ozthopaedick,  Joints ,Large,  STRYKER ,FALSE,,,Toyal Hip Arthroplasty,Bone yasp,2026-05-09T14:10:58.795162
ID-5506,MZ PERKINS,Ortho ,Joints,LARGE,Medtronic,False,6,,Bone Grafting   ,drill,16/01/1989 18:55
4598,Ms Mccullzugh,  Ortho ,Foot and Ankle,Extra Large,ARTHREX V300,true,N/A,Mcintyre-Thomas,arthrodesis,smalz bone nibbler,30/10/1982 04:13
ID-8041,Mr Miller,orthopaedick,Foot and Ankle,Medium,strykyr,1,18,yrivate Clinic,Achilles Repair,Mallet,2026-05-09T14:10:58.795219
UNKNOWN,MS MANN,orthopaedick,Tryuma,xmall,Arthrex V300,FALSE,,NHS Trust,Hip Replacement,Joint Retractor,2026-05-09T14:10:58.795228
ID-2713,  Miss Gardner ,ORTHOPAEDICS,Spine,Xl,STRYKER,Y,,Private Clinic,Vertebroplasty,Elevator,2026-05-09T14:10:58.795234
UNKNOWN,MS MANN,orthopaedick,Tryuma,xmall,Arthrex V300,FALSE,,NHS Trust,Total Knee Arthroplasty,xone rasp,2026-05-09T14:10:58.795242
ID-4680,Ms yorris,OT,TRAUMA,MEDIYM,Depuy Synthes,Y,N/A,Private Clinic,  hip replacement ,Bone Rasp,14/03/1976 16:49
,MR HOLDEN,,Foot and Ankle   ,,Smith & Nephew   ,No,N/A,   ,  Bunion Removal ,screw driver,02/06/1989 15:25
,mr Velxsquez,OT,Spine,Extra Large,Medtronic,1,N/A,Private Clinic,  LAMINEYTOMY ,Pedicle Screw,2026-05-09T14:10:58.795302
,MR HOLDEN,,Foot and Ankle   ,,Smith & Nephew   ,No,N/A,   ,Arthrodesis,SCREW DRIVER,2026-05-09T14:10:58.795310
ID-6000,Ms yagner,Ortho,Paedxatric,Smayl,,False,,Lynch-Jones,Total Knee Arthroplasty,Bone Cement Gun,2026-05-09T14:10:58.795315
,yr Schneider,ozthopaedick,  Joints ,Large,  STRYKER ,FALSE,,,Hip Replacement,Joint Retractor,19/11/1981 08:58
ID-2713,  Miss Gardner ,ORTHOPAEDICS,Spine,Xl,STRYKER,Y,,Private Clinic,Spinal Fusion,Pedicle Screw,2026-05-09T14:10:58.795344
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,Total Hip Arthroplasty,BONE CEMENT GUN   ,2026-05-09T14:10:58.795353
UNKNOWN,Miss Graham,Ortho ,Joints,Large,Zimmer Biomet,0,9,,Knee Replacement   ,Joint Retractor,2026-05-09T14:10:58.795363
1128,MszPerez,OT,  Foot and Ankle ,Laxge,  STRYKER ,0,10,,  Ankle Reconstruction ,  screw drivxr ,INVALID_DATE
,MR HOLDEN,,Foot and Ankle   ,,Smith & Nephew   ,No,N/A,   ,Flatfoot Correction,  West self retaining retractor ,2026-05-09T14:10:58.795379
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,Joint Replacexent,INTRAMEDULLARY NAIL,2026-05-09T14:10:58.795388
,Miss Anderson,Orxho,PAEDIATRIC,medium,STRYKER,,,Berger-Wilson,Shoulder Arthroscopy,Bone Rasp,28/01/2024 23:32
ID-6000,Ms yagner,Ortho,Paedxatric,Smayl,,False,,Lynch-Jones,Frayture Repair,  Kirschner Wire ,2026-05-09T14:10:58.795425
UNKNOWN,  Dr Sullivan ,ORTHOPAEDICS,  Spzne ,Medium,  Stryker ,,20,  ARROYO LLC ,Totzl Hip Arthroplasty,Joint Retractor,2026-05-09T14:10:58.795433
ID-6000,Ms yagner,Ortho,Paedxatric,Smayl,,False,,Lynch-Jones,zotal Knee Arthroplasty,Bone Rasp,2026-05-09T14:10:58.795440
ID-6977,Mr Munoz,ORTHOPAEDICS,Paediatric,,Smith & Nephew   ,true,N/A,,  Open Reduction Internal Fixation ,Bone Plate,2026-05-09T14:10:58.795446
UNKNOWN,Ms Marquez,OT   ,Paediazric   ,medium,Zimmer Biomet,TRUE,27,,Shoulder Azthroscopy   ,Joint Retractor   ,2026-05-09T14:10:58.795454
,mr Mozeno,Ot,Joints,Extra Large,  yrthrex V300 ,Y,,,Hip Replacement,Joint Retractor   ,13/10/1987 10:01
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,JointzReplacement,Intramedullary Nail,10/11/2002 11:57
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,Scoliosis Surgery,Pediatric Drill   ,2026-05-09T14:10:58.795510
,mr hartman,,SPINE,S,STRYKER,FALSE,,,Total Knee Arthroplasty,Bone Saw   ,2026-05-09T14:10:58.795516
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,Vertebroplasty,  Czrette ,13/01/1984 00:43
,mr hartman,,SPINE,S,STRYKER,FALSE,,,Shoulder Arthroscopy,Bone Cement Gun,17/09/2013 03:38
